Ligand SMILES,Target Name,Ki (nM),pKi
Oc1c2CCCCCCc2oc(=O)c1C(C1CC1)c1cccc(NS(=O)(=O)c2ccc(cn2)C#N)c1,Dimer of Gag-Pol polyprotein [489-587],1.0,9.0
Oc1c2CCCCCCc2oc(=O)c1C(C1CC1)c1cccc(NS(=O)(=O)c2cnccn2)c1,Dimer of Gag-Pol polyprotein [489-587],0.2,9.698970004336019
Oc1c2CCCCCCc2oc(=O)c1C(C1CC1)c1cccc(NS(=O)(=O)c2ncccn2)c1,Dimer of Gag-Pol polyprotein [489-587],0.8,9.096910013008056
Oc1c2CCCCCCc2oc(=O)c1C(C1CC1)c1cccc(NS(=O)(=O)c2cccc3ccccc23)c1,Dimer of Gag-Pol polyprotein [489-587],5.5,8.259637310505756
Oc1c2CCCCCCc2oc(=O)c1C(C1CC1)c1cccc(NS(=O)(=O)c2ccc3ccccc3c2)c1,Dimer of Gag-Pol polyprotein [489-587],4.1,8.387216143280265
Oc1c2CCCCCCc2oc(=O)c1C(C1CC1)c1cccc(NS(=O)(=O)c2cccs2)c1,Dimer of Gag-Pol polyprotein [489-587],6.3,8.200659450546418
Oc1c2CCCCCCc2oc(=O)c1C(C1CC1)c1cccc(NS(=O)(=O)c2cscn2)c1,Dimer of Gag-Pol polyprotein [489-587],1.6,8.795880017344075
CCC(c1cccc(NS(=O)(=O)c2ccc(Cl)cc2)c1)c1c(O)c2CCCCCCc2oc1=O,Dimer of Gag-Pol polyprotein [489-587],3.5,8.455931955649724
CCCC(c1cccc(NS(=O)(=O)c2ccc(Cl)cc2)c1)c1c(O)c2CCCCCCc2oc1=O,Dimer of Gag-Pol polyprotein [489-587],4.0,8.397940008672037
CC(C)C(c1cccc(NS(=O)(=O)c2ccc(Cl)cc2)c1)c1c(O)c2CCCCCCc2oc1=O,Dimer of Gag-Pol polyprotein [489-587],18.0,7.7447274948966935
CCC(c1cccc(NS(=O)(=O)c2ccc(cc2)C#N)c1)c1c(O)c2CCCCCCc2oc1=O,Dimer of Gag-Pol polyprotein [489-587],3.1,8.508638306165727
CCCC(c1cccc(NS(=O)(=O)c2ccc(cc2)C#N)c1)c1c(O)c2CCCCCCc2oc1=O,Dimer of Gag-Pol polyprotein [489-587],1.4,8.853871964321762
CCCCC(c1cccc(NS(=O)(=O)c2ccc(cc2)C#N)c1)c1c(O)c2CCCCCCc2oc1=O,Dimer of Gag-Pol polyprotein [489-587],2.1,8.67778070526608
CC(C)C(c1cccc(NS(=O)(=O)c2ccc(cc2)C#N)c1)c1c(O)c2CCCCCCc2oc1=O,Dimer of Gag-Pol polyprotein [489-587],5.9,8.229147988357855
CC(C)CC(c1cccc(NS(=O)(=O)c2ccc(cc2)C#N)c1)c1c(O)c2CCCCCCc2oc1=O,Dimer of Gag-Pol polyprotein [489-587],1.5,8.823908740944319
CCCC(c1cccc(NS(=O)(=O)c2ccc(F)cc2)c1)c1c(O)c2CCCCCCc2oc1=O,Dimer of Gag-Pol polyprotein [489-587],2.1,8.67778070526608
CCCCC(c1cccc(NS(=O)(=O)c2ccc(F)cc2)c1)c1c(O)c2CCCCCCc2oc1=O,Dimer of Gag-Pol polyprotein [489-587],6.1,8.214670164989233
CC(C)C(c1cccc(NS(=O)(=O)c2ccc(F)cc2)c1)c1c(O)c2CCCCCCc2oc1=O,Dimer of Gag-Pol polyprotein [489-587],11.0,7.958607314841775
CC(C)CC(c1cccc(NS(=O)(=O)c2ccc(F)cc2)c1)c1c(O)c2CCCCCCc2oc1=O,Dimer of Gag-Pol polyprotein [489-587],2.8,8.55284196865778
CCCC(c1cccc(NS(=O)(=O)c2cn(C)cn2)c1)c1c(O)c2CCCCCCc2oc1=O,Dimer of Gag-Pol polyprotein [489-587],0.1,10.0
CC(C)C(c1cccc(NS(=O)(=O)c2cn(C)cn2)c1)c1c(O)c2CCCCCCc2oc1=O,Dimer of Gag-Pol polyprotein [489-587],0.5,9.301029995663981
CC(C)CC(c1cccc(NS(=O)(=O)c2cn(C)cn2)c1)c1c(O)c2CCCCCCc2oc1=O,Dimer of Gag-Pol polyprotein [489-587],0.086,10.065501548756432
CCCC(c1cccc(NS(=O)(=O)c2cccc3cccnc23)c1)c1c(O)c2CCCCCCc2oc1=O,Dimer of Gag-Pol polyprotein [489-587],2.1,8.67778070526608
CC(C)C(c1cccc(NS(=O)(=O)c2cccc3cccnc23)c1)c1c(O)c2CCCCCCc2oc1=O,Dimer of Gag-Pol polyprotein [489-587],4.2,8.3767507096021
CC(C)CC(c1cccc(NS(=O)(=O)c2cccc3cccnc23)c1)c1c(O)c2CCCCCCc2oc1=O,Dimer of Gag-Pol polyprotein [489-587],3.3,8.481486060122112
O[C@@H]1[C@@H](O)[C@@H](Cc2ccccc2)N(Cc2ccccc2)C(=O)N(Cc2ccccc2)[C@@H]1Cc1ccccc1 |r|,Dimer of Gag-Pol polyprotein [489-587],3.6,8.443697499232712
O[C@H]1[C@H](O)[C@H](Cc2ccccc2)N(Cc2ccccc2)C(=O)N(Cc2ccccc2)[C@H]1Cc1ccccc1 |r|,Dimer of Gag-Pol polyprotein [489-587],3810.0,5.419075024324381
O[C@H]1[C@H](O)[C@@H](Cc2ccccc2)N(Cc2ccccc2)C(=O)N(Cc2ccccc2)[C@@H]1Cc1ccccc1 |r|,Dimer of Gag-Pol polyprotein [489-587],1350.0,5.8696662315049934
O[C@@H]1[C@@H](O)[C@H](Cc2ccccc2)N(Cc2ccccc2)C(=O)N(Cc2ccccc2)[C@H]1Cc1ccccc1 |r|,Dimer of Gag-Pol polyprotein [489-587],560.0,6.251811972993799
O[C@@H]1[C@@H](O)[C@@H](Cc2ccccc2)N(Cc2ccccc2)C(=O)N(Cc2ccccc2)[C@H]1Cc1ccccc1 |r|,Dimer of Gag-Pol polyprotein [489-587],64.0,7.1938200260161125
O[C@H]1[C@H](O)[C@@H](Cc2ccccc2)N(Cc2ccccc2)C(=O)N(Cc2ccccc2)[C@H]1Cc1ccccc1 |r|,Dimer of Gag-Pol polyprotein [489-587],6700.0,5.173925197299174
O[C@H]1[C@@H](O)[C@@H](Cc2ccccc2)N(Cc2ccccc2)C(=O)N(Cc2ccccc2)[C@@H]1Cc1ccccc1 |r|,Dimer of Gag-Pol polyprotein [489-587],6.0,8.221848749616356
O[C@H]1[C@@H](O)[C@H](Cc2ccccc2)N(Cc2ccccc2)C(=O)N(Cc2ccccc2)[C@H]1Cc1ccccc1 |r|,Dimer of Gag-Pol polyprotein [489-587],1710.0,5.767003889607846
O[C@H]1[C@@H](O)[C@@H](Cc2ccccc2)N(Cc2ccccc2)C(=O)N(Cc2ccccc2)[C@H]1Cc1ccccc1 |r|,Dimer of Gag-Pol polyprotein [489-587],250.0,6.6020599913279625
C=CCN1C(=NC#N)N(CC=C)[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@H]1Cc1ccccc1,Dimer of Gag-Pol polyprotein [489-587],37.0,7.431798275933005
CCCN1C(=NC#N)N(CCC)[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@H]1Cc1ccccc1,Dimer of Gag-Pol polyprotein [489-587],14.0,7.853871964321762
CCCCN1C(=NC#N)N(CCCC)[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@H]1Cc1ccccc1,Dimer of Gag-Pol polyprotein [489-587],2.7,8.568636235841012
CC(C)=CCN1C(=NC#N)N(CC=C(C)C)[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@H]1Cc1ccccc1,Dimer of Gag-Pol polyprotein [489-587],30.0,7.522878745280337
CC(C)CCN1C(=NC#N)N(CCC(C)C)[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@H]1Cc1ccccc1,Dimer of Gag-Pol polyprotein [489-587],3.8,8.42021640338319
N#CN=C1N(CC2CC2)[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@@H](Cc2ccccc2)N1CC1CC1,Dimer of Gag-Pol polyprotein [489-587],22.0,7.657577319177793
N#CN=C1N(CC2CCC2)[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@@H](Cc2ccccc2)N1CC1CCC1,Dimer of Gag-Pol polyprotein [489-587],2.0,8.698970004336019
N#CN=C1N(CC2CCCC2)[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@@H](Cc2ccccc2)N1CC1CCCC1,Dimer of Gag-Pol polyprotein [489-587],1.5,8.823908740944319
N#CN=C1N(CC2CCCCC2)[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@@H](Cc2ccccc2)N1CC1CCCCC1,Dimer of Gag-Pol polyprotein [489-587],5.7,8.244125144327509
N#CN=C1N(Cc2ccccc2)[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@@H](Cc2ccccc2)N1Cc1ccccc1,Dimer of Gag-Pol polyprotein [489-587],20.0,7.698970004336019
N#CN=C1N(Cc2cccc([N+](=O)[O-])c2)[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@@H](Cc2ccccc2)N1Cc1cccc([N+](=O)[O-])c1,Dimer of Gag-Pol polyprotein [489-587],89.0,7.050609993355087
N#CN=C1N(Cc2ccc([N+](=O)[O-])cc2)[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@@H](Cc2ccccc2)N1Cc1ccc([N+](=O)[O-])cc1,Dimer of Gag-Pol polyprotein [489-587],67.0,7.173925197299173
N#CN=C1N(Cc2cccc(N)c2)[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@@H](Cc2ccccc2)N1Cc1cccc(N)c1,Dimer of Gag-Pol polyprotein [489-587],7.4,8.130768280269024
N#CN=C1N(Cc2ccc(N)cc2)[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@@H](Cc2ccccc2)N1Cc1ccc(N)cc1,Dimer of Gag-Pol polyprotein [489-587],25.0,7.6020599913279625
N#CN=C1N(Cc2cccc(C#N)c2)[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@@H](Cc2ccccc2)N1Cc1cccc(C#N)c1,Dimer of Gag-Pol polyprotein [489-587],27.0,7.568636235841013
N#CN=C1N(Cc2ccc(C#N)cc2)[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@@H](Cc2ccccc2)N1Cc1ccc(C#N)cc1,Dimer of Gag-Pol polyprotein [489-587],128.0,6.892790030352131
N#CN=C1N(Cc2cccc(O)c2)[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@@H](Cc2ccccc2)N1Cc1cccc(O)c1,Dimer of Gag-Pol polyprotein [489-587],0.72,9.142667503568731
N#CN=C1N(Cc2ccc(O)cc2)[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@@H](Cc2ccccc2)N1Cc1ccc(O)cc1,Dimer of Gag-Pol polyprotein [489-587],2.6,8.585026652029182
N#CN=C1N(Cc2cccc(OCc3ccccc3)c2)[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@@H](Cc2ccccc2)N1Cc1cccc(OCc2ccccc2)c1,Dimer of Gag-Pol polyprotein [489-587],1370.0,5.863279432843593
N#CN=C1N(Cc2ccc(OCc3ccccc3)cc2)[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@@H](Cc2ccccc2)N1Cc1ccc(OCc2ccccc2)cc1,Dimer of Gag-Pol polyprotein [489-587],900.0,6.045757490560675
N#CN=C1N(Cc2cccc(CO)c2)[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@@H](Cc2ccccc2)N1Cc1cccc(CO)c1,Dimer of Gag-Pol polyprotein [489-587],1.7,8.769551078621726
N#CN=C1N(Cc2ccc(CO)cc2)[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@@H](Cc2ccccc2)N1Cc1ccc(CO)cc1,Dimer of Gag-Pol polyprotein [489-587],11.0,7.958607314841775
N#CN=C1N(Cc2ccc3ccccc3c2)[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@@H](Cc2ccccc2)N1Cc1ccc2ccccc2c1,Dimer of Gag-Pol polyprotein [489-587],22.0,7.657577319177793
O[C@@H]1[C@@H](O)[C@@H](Cc2ccccc2)NC(=O)N[C@@H]1Cc1ccccc1 |r|,Dimer of Gag-Pol polyprotein [489-587],267.0,6.573488738635425
O[C@@H]1[C@@H](O)[C@@H](Cc2ccccc2)N(Cc2cccc(c2)[N+]([O-])=O)C(=O)N(Cc2cccc(c2)[N+]([O-])=O)[C@@H]1Cc1ccccc1 |r|,Dimer of Gag-Pol polyprotein [489-587],2.8,8.55284196865778
O[C@@H]1[C@@H](O)[C@@H](Cc2ccccc2)N(Cc2ccc(cc2)[N+]([O-])=O)C(=O)N(Cc2ccc(cc2)[N+]([O-])=O)[C@@H]1Cc1ccccc1 |r|,Dimer of Gag-Pol polyprotein [489-587],32.0,7.494850021680094
Nc1ccc(CN2[C@H](Cc3ccccc3)[C@H](O)[C@@H](O)[C@@H](Cc3ccccc3)N(Cc3ccc(N)cc3)C2=O)cc1 |r|,Dimer of Gag-Pol polyprotein [489-587],1.1,8.958607314841775
O[C@@H]1[C@@H](O)[C@@H](Cc2ccccc2)N(Cc2cccc(c2)C#N)C(=O)N(Cc2cccc(c2)C#N)[C@@H]1Cc1ccccc1 |r|,Dimer of Gag-Pol polyprotein [489-587],3.0,8.522878745280337
O[C@@H]1[C@@H](O)[C@@H](Cc2ccccc2)N(Cc2ccc(cc2)C#N)C(=O)N(Cc2ccc(cc2)C#N)[C@@H]1Cc1ccccc1 |r|,Dimer of Gag-Pol polyprotein [489-587],52.0,7.2839966563652006
O[C@@H]1[C@@H](O)[C@@H](Cc2ccccc2)N(Cc2cccc(O)c2)C(=O)N(Cc2cccc(O)c2)[C@@H]1Cc1ccccc1 |r|,Dimer of Gag-Pol polyprotein [489-587],0.12,9.920818753952375
O[C@@H]1[C@@H](O)[C@@H](Cc2ccccc2)N(Cc2ccc(O)cc2)C(=O)N(Cc2ccc(O)cc2)[C@@H]1Cc1ccccc1 |r|,Dimer of Gag-Pol polyprotein [489-587],0.12,9.920818753952375
O[C@@H]1[C@@H](O)[C@@H](Cc2ccccc2)N(Cc2cccc(OCc3ccccc3)c2)C(=O)N(Cc2cccc(OCc3ccccc3)c2)[C@@H]1Cc1ccccc1 |r|,Dimer of Gag-Pol polyprotein [489-587],340.0,6.468521082957745
O[C@@H]1[C@@H](O)[C@@H](Cc2ccccc2)N(Cc2ccc(OCc3ccccc3)cc2)C(=O)N(Cc2ccc(OCc3ccccc3)cc2)[C@@H]1Cc1ccccc1 |r|,Dimer of Gag-Pol polyprotein [489-587],542.0,6.266000713461613
OCc1cccc(CN2[C@H](Cc3ccccc3)[C@H](O)[C@@H](O)[C@@H](Cc3ccccc3)N(Cc3cccc(CO)c3)C2=O)c1 |r|,Dimer of Gag-Pol polyprotein [489-587],0.14,9.853871964321762
CC[C@@H](c1cccc(NC(=O)CNC(=O)OC(C)(C)C)c1)c1c(O)c2ccccc2oc1=O |r|,Dimer of Gag-Pol polyprotein [489-587],160.0,6.795880017344075
CCC(c1cccc(NC(=O)CCNC(=O)OC(C)(C)C)c1)c1c(O)c2ccccc2oc1=O,Dimer of Gag-Pol polyprotein [489-587],280.0,6.552841968657781
CCC(c1cccc(NC(=O)CCCNC(=O)OC(C)(C)C)c1)c1c(O)c2ccccc2oc1=O,Dimer of Gag-Pol polyprotein [489-587],1600.0,5.795880017344075
CCC(c1cccc(NC(=O)[C@H](C)NC(=O)OC(C)(C)C)c1)c1c(O)c2ccccc2oc1=O |r|,Dimer of Gag-Pol polyprotein [489-587],170.0,6.769551078621726
CCC(c1cccc(NC(=O)[C@@H]2CCCN2C(=O)OC(C)(C)C)c1)c1c(O)c2ccccc2oc1=O |r|,Dimer of Gag-Pol polyprotein [489-587],3600.0,5.443697499232712
CCC(c1cccc(NC(=O)CCn2ccc3ccccc23)c1)c1c(O)c2ccccc2oc1=O,Dimer of Gag-Pol polyprotein [489-587],110.0,6.958607314841775
CCC(c1ccccc1)C2=C(c3ccc(cc3OC2=O)OC)O,Dimer of Gag-Pol polyprotein [489-587],560.0,6.251811972993799
CCC(c1cccc(NC(=O)CCNC(=O)OC(C)(C)C)c1)c1c(O)c2ccc(OC)cc2oc1=O,Dimer of Gag-Pol polyprotein [489-587],170.0,6.769551078621726
Oc1c(C(C2CC2)c2ccccc2)c(=O)oc2ccccc12,Dimer of Gag-Pol polyprotein [489-587],350.0,6.455931955649724
CC(C)(C)OC(=O)NCCC(=O)Nc1cccc(c1)C(C1CC1)c1c(O)c2ccccc2oc1=O,Dimer of Gag-Pol polyprotein [489-587],86.0,7.0655015487564325
COc1ccc2c(O)c(C(C3CC3)c3ccccc3)c(=O)oc2c1,Dimer of Gag-Pol polyprotein [489-587],170.0,6.769551078621726
COc1ccc2c(O)c(C(C3CC3)c3cccc(NC(=O)CCNC(=O)OC(C)(C)C)c3)c(=O)oc2c1,Dimer of Gag-Pol polyprotein [489-587],28.0,7.552841968657781
CCC(c1cccc(c1)C(=O)N[C@@H]1[C@H](O)Cc2ccccc12)c1c(O)c2ccccc2oc1=O |r|,Dimer of Gag-Pol polyprotein [489-587],3400.0,5.468521082957745
CCC(c1cccc(C(=O)NCc2nc3ccccc3[nH]2)c1)c1c(O)c2ccccc2oc1=O,Dimer of Gag-Pol polyprotein [489-587],4400.0,5.356547323513812
CCC(C)[C@H](NC(=O)c1cccc(c1)C(CC)c1c(O)c2ccccc2oc1=O)C(=O)NCc1ccccn1 |r|,Dimer of Gag-Pol polyprotein [489-587],400.0,6.3979400086720375
CC[C@H](Cc1ccccc1)c1cc(O)c([C@@H](C2CC2)c2cccc(NC(=O)CCNC(=O)OC(C)(C)C)c2)c(=O)o1 |r|,Dimer of Gag-Pol polyprotein [489-587],41.0,7.3872161432802645
CCC(Cc1ccccc1)c1cc(O)c(C(C2CC2)c2cccc(NC(=O)Cc3ccncc3)c2)c(=O)o1,Dimer of Gag-Pol polyprotein [489-587],44.0,7.356547323513812
CCC(Cc1ccccc1)c1cc(O)c(C(C2CC2)c2cccc(NC(=O)[C@H](C)NC(=O)OC(C)(C)C)c2)c(=O)o1 |r|,Dimer of Gag-Pol polyprotein [489-587],15.0,7.823908740944319
CCC(Cc1ccccc1)c1cc(O)c(C(C2CC2)c2cccc(NC(=O)[C@H](Cc3cn(cn3)S(=O)(=O)c3ccc(C)cc3)NC(=O)OC(C)(C)C)c2)c(=O)o1 |r|,Dimer of Gag-Pol polyprotein [489-587],19.0,7.721246399047171
CCC(Cc1ccccc1)c1cc(O)c(C(c2cccc(NC(=O)[C@H](Cc3cnc[nH]3)NC(=O)OC(C)(C)C)c2)C2CC2)c(=O)o1,Dimer of Gag-Pol polyprotein [489-587],4.0,8.397940008672037
CCCCCC1(CCc2ccc(O)cc2)CC(=O)C(Sc2cc(C)ccc2C(C)(C)C)C(=O)O1,Dimer of Gag-Pol polyprotein [489-587],18.4,7.735182176990463
CC(C)C1(CCc2ccc(O)cc2)CC(=O)C(Sc2cc(C)c(O)cc2C(C)(C)C)C(=O)O1,Dimer of Gag-Pol polyprotein [489-587],0.03,10.522878745280337
CC(C)C1(CCc2ccc(O)cc2)CC(=O)C(Sc2cc(C)c(CO)cc2C(C)(C)C)C(=O)O1,Dimer of Gag-Pol polyprotein [489-587],0.17,9.769551078621726
CC(C)C1(CCc2ccccc2)CC(=O)C(Sc2cc(C)c(O)cc2C(C)(C)C)C(=O)O1,Dimer of Gag-Pol polyprotein [489-587],1.1,8.958607314841775
CC(C)[C@]1(CCc2ccc(O)cc2)CC(=O)C(Sc2cc(C)c(CO)cc2C(C)(C)C)C(=O)O1 |r|,Dimer of Gag-Pol polyprotein [489-587],0.09,10.045757490560675
CC(C)[C@@]1(CCc2ccc(O)cc2)CC(=O)C(Sc2cc(C)c(CO)cc2C(C)(C)C)C(=O)O1 |r|,Dimer of Gag-Pol polyprotein [489-587],31.0,7.508638306165727
CC(C)[C@]1(CCc2ccc(N)cc2)CC(=O)C(Sc2cc(C)c(CO)cc2C(C)(C)C)C(=O)O1 |r|,Dimer of Gag-Pol polyprotein [489-587],0.11,9.958607314841775
CC(C)[C@@]1(CCc2ccc(N)cc2)CC(=O)C(Sc2cc(C)c(CO)cc2C(C)(C)C)C(=O)O1 |r|,Dimer of Gag-Pol polyprotein [489-587],25.0,7.6020599913279625
CC(C)[C@]1(CCc2ccccc2)CC(=O)C(Sc2cc(C)c(CO)cc2C(C)(C)C)C(=O)O1 |r|,Dimer of Gag-Pol polyprotein [489-587],0.09,10.045757490560675
CC(C)[C@@]1(CCc2ccccc2)CC(=O)C(Sc2cc(C)c(CO)cc2C(C)(C)C)C(=O)O1 |r|,Dimer of Gag-Pol polyprotein [489-587],160.0,6.795880017344075
CC(C)C1(CCc2ccc(N)cc2)CC(=O)C(Sc2cc(C)c(CO)cc2C(C)(C)C)C(=O)O1,Dimer of Gag-Pol polyprotein [489-587],0.43,9.366531544420413
CC(C)CC(SC1CCCC1)c1c(O)cc(oc1=O)-c1ccccc1,Dimer of Gag-Pol polyprotein [489-587],33.0,7.481486060122112
CC(C)(C)NC(=O)c1ccccc1CC(O)CSc1ccccc1C(=O)NC(C)(C)C,Dimer of Gag-Pol polyprotein [489-587],83000.0,4.080921907623926
CC(C)(C)NC(=O)c1ccccc1CCC(O)Cc1ccccc1C(=O)NC(C)(C)C,Dimer of Gag-Pol polyprotein [489-587],24000.0,4.619788758288394
CC(C)(C)NC(=O)c1ccccc1CCC(O)Cc1ccc2ccccc2c1C(=O)NC(C)(C)C,Dimer of Gag-Pol polyprotein [489-587],2200.0,5.657577319177793
CC(C)(C)NC(=O)c1c(CCC(O)Cc2ccc3ccccc3c2C(=O)NC(C)(C)C)ccc2ccccc12,Dimer of Gag-Pol polyprotein [489-587],1400.0,5.853871964321762
CC(C)(C)NC(=O)c1c(CC[C@H](O)Cc2ccc3ccccc3c2C(=O)NC(C)(C)C)ccc2ccccc12 |r|,Dimer of Gag-Pol polyprotein [489-587],480.0,6.318758762624412
CC(C)(C)NC(=O)c1c(CC[C@@H](O)Cc2ccc3ccccc3c2C(=O)NC(C)(C)C)ccc2ccccc12 |r|,Dimer of Gag-Pol polyprotein [489-587],25000.0,4.6020599913279625
CC(C)(C)NC(=O)c1cc(ccc1CCC(O)Cc1ccc2ccccc2c1C(=O)NC(C)(C)C)C(C)(C)C,Dimer of Gag-Pol polyprotein [489-587],1200.0,5.920818753952375
CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1 |@:16|,Dimer of Gag-Pol polyprotein [489-587],0.9,9.045757490560675
CC(C)(C)NC(=O)c1ccccc1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1 |r|,Dimer of Gag-Pol polyprotein [489-587],1.6,8.795880017344075
CC(C)(C)NC(=O)c1ccccc1CC(O)CSc1ccccc1C(=O)NC(C)(C)C,Dimer of Gag-Pol polyprotein [489-587],83000.0,4.080921907623926
CC(C)(C)NC(=O)c1ccccc1CCC(O)Cc1ccccc1C(=O)NC(C)(C)C,Dimer of Gag-Pol polyprotein [489-587],24000.0,4.619788758288394
CC(C)(C)NC(=O)c1ccccc1CCC(O)Cc1ccc2ccccc2c1C(=O)NC(C)(C)C,Dimer of Gag-Pol polyprotein [489-587],2200.0,5.657577319177793
CC(C)(C)NC(=O)c1c(CC[C@@H](O)Cc2ccc3ccccc3c2C(=O)NC(C)(C)C)ccc2ccccc12 |r|,Dimer of Gag-Pol polyprotein [489-587],25000.0,4.6020599913279625
CC(C)(C)NC(=O)c1ccccc1SCC(O)Cc1ccccc1C(=O)N(CCO)C(C)(C)C,Dimer of Gag-Pol polyprotein [489-587],34000.0,4.468521082957745
CC(C)(C)N(CCO)C(=O)c1ccccc1CCC(O)Cc1ccccc1C(=O)N(CCO)C(C)(C)C,Dimer of Gag-Pol polyprotein [489-587],1100.0,5.958607314841775
CC(C)(C)N(CCO)C(=O)c1ccccc1CCC(O)Cc1ccccc1C(=O)N(CCO)C(C)(C)c1ccccc1,Dimer of Gag-Pol polyprotein [489-587],90.0,7.045757490560675
CC(C)(N(CCO)C(=O)c1ccccc1CCC(O)Cc1ccccc1C(=O)N(CCO)C(C)(C)c1ccccc1)c1ccccc1,Dimer of Gag-Pol polyprotein [489-587],22.0,7.657577319177793
CCC1(CCCC1)N(CCO)C(=O)c1ccccc1CC[C@@H](O)Cc1ccc(C)cc1C(=O)N(CCO)C(C)(C)c1ccccc1 |r|,Dimer of Gag-Pol polyprotein [489-587],4.8,8.318758762624412
CCC1(CCCC1)N(CCO)C(=O)c1ccccc1CCC(O)Cc1ccc(Cl)cc1C(=O)N(CCO)C(C)(C)c1ccccc1,Dimer of Gag-Pol polyprotein [489-587],2.0,8.698970004336019
CCC1(CCCC1)N(CCO)C(=O)c1ccccc1CC[C@H](O)Cc1ccc(C)cc1C(=O)N(CCO)C(C)(C)c1ccccc1 |r|,Dimer of Gag-Pol polyprotein [489-587],1400.0,5.853871964321762
CC(C)(C)NC(=O)c1c(CC[C@H](O)Cc2ccc3ccccc3c2C(=O)NC(C)(C)C)ccc2ccccc12 |r|,Dimer of Gag-Pol polyprotein [489-587],481.0,6.317854923626168
CC(C)(C)NC(=O)[C@@H]1CCCN1C(=O)[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)OCc1ccccc1 |r|,Dimer of Gag-Pol polyprotein [489-587],57.5,7.2403321553103694
CC(C)(C)NC(=O)[C@@H]1CC(O)CN1C(=O)[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)OCc1ccccc1 |r|,Dimer of Gag-Pol polyprotein [489-587],1.0,9.0
CC(C)(C)NC(=O)[C@@H]1C[C@@H](O)CN1C(=O)[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)OCc1ccccc1 |r|,Dimer of Gag-Pol polyprotein [489-587],56.0,7.251811972993799
CC(C)(C)NC(=O)[C@@H]1CC(Cl)CN1C(=O)[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)OCc1ccccc1 |r|,Dimer of Gag-Pol polyprotein [489-587],8.0,8.096910013008056
CC(C)(C)NC(=O)[C@@H]1C[C@@H](Cl)CN1C(=O)[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)OCc1ccccc1 |r|,Dimer of Gag-Pol polyprotein [489-587],90.0,7.045757490560675
CC(C)(C)NC(=O)[C@@H]1CC(Br)CN1C(=O)[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)OCc1ccccc1 |r|,Dimer of Gag-Pol polyprotein [489-587],22.5,7.647817481888637
CC(C)(C)NC(=O)[C@@H]1CC(F)CN1C(=O)[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)OCc1ccccc1 |r|,Dimer of Gag-Pol polyprotein [489-587],18.0,7.7447274948966935
CC(C)(C)NC(=O)[C@@H]1CC(F)(F)CN1C(=O)[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)OCc1ccccc1 |r|,Dimer of Gag-Pol polyprotein [489-587],35.0,7.455931955649724
CC(C)(C)NC(=O)[C@@H]1CC(CN1C(=O)[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)OCc1ccccc1)Sc1ccccc1 |r|,Dimer of Gag-Pol polyprotein [489-587],125.0,6.903089986991944
